Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S	SBS96T
LP2101136-DNA_A01_vs_LP2101133-DNA_A01__pv	7.80E+00	8.76E+00	1.04E+01	6.55E+00	7.50E+00	1.24E+01	8.57E+00	8.32E+00	1.61E+01	9.68E+00	9.92E+00	7.32E+00	1.84E+01	1.52E+01	9.21E+00	6.60E+00	6.97E+00	2.01E+01	7.97E+00	1.17E+01
LP2101137-DNA_A01_vs_LP2101134-DNA_A01__pv	4.58E+00	4.85E+00	4.50E+00	2.36E+00	3.67E+00	2.84E+00	3.34E+00	1.89E+00	8.29E+00	3.13E+00	4.63E+00	4.66E+00	7.65E+00	5.30E+00	3.03E+00	2.16E+00	1.28E+00	8.40E+00	2.57E+00	3.25E+00
LP2101140-DNA_A01_vs_LP2101155-DNA_A01__pv	1.99E+01	2.23E+01	2.12E+01	1.10E+01	1.50E+01	2.08E+01	1.43E+01	5.32E+01	2.87E+01	2.46E+01	1.82E+01	1.91E+01	3.16E+01	3.09E+01	1.14E+01	8.93E+00	9.78E+00	3.18E+01	1.35E+01	4.42E+01
LP2101141-DNA_A01_vs_LP2101139-DNA_A01__pv	6.31E+00	5.54E+00	8.88E+00	5.21E+00	7.14E+00	8.81E+00	9.98E+00	5.07E+00	1.73E+01	9.58E+00	9.15E+00	9.07E+00	1.63E+01	1.29E+01	5.03E+00	6.20E+00	4.82E+00	1.76E+01	5.30E+00	5.85E+00
LP2101142-DNA_A01_vs_LP2101143-DNA_A01__pv	1.27E+01	2.27E+01	2.33E+01	2.20E+01	9.99E+01	1.11E+01	3.04E+01	1.29E+01	7.46E+01	1.56E+02	1.59E+02	8.70E+01	1.73E+01	1.52E+02	8.38E+00	7.15E+00	2.75E+00	2.41E+01	3.56E+00	1.80E+01
LP2101144-DNA_A01_vs_LP2101145-DNA_A01__pv	4.78E+00	5.26E+00	6.05E+00	3.23E+00	7.56E+00	6.70E+00	7.03E+00	4.80E+00	1.51E+01	6.79E+00	8.04E+00	6.70E+00	1.30E+01	1.26E+01	3.96E+00	3.91E+00	2.63E+00	1.45E+01	4.71E+00	9.95E+00
LP2101146-DNA_A01_vs_LP2101147-DNA_A01__pv	6.78E+00	7.45E+00	1.04E+01	5.48E+00	9.79E+00	8.44E+00	1.32E+01	1.18E+01	1.80E+01	1.47E+01	1.16E+01	1.11E+01	1.29E+01	1.61E+01	5.57E+00	9.36E+00	2.66E+00	1.52E+01	5.15E+00	1.37E+01
LP2101148-DNA_A01_vs_LP2101149-DNA_A01__pv	4.71E+00	7.06E+00	1.20E+01	9.03E+00	5.01E+00	1.27E+01	9.45E+00	7.58E+00	1.53E+01	8.57E+00	9.00E+00	7.67E+00	1.75E+01	1.23E+01	1.05E+01	5.11E+00	7.44E+00	1.89E+01	7.80E+00	1.03E+01
LP2101151-DNA_A01_vs_LP2101152-DNA_A01__pv	1.45E+01	1.68E+01	7.41E+00	7.09E+00	7.43E+00	1.00E+01	8.53E+00	1.41E+01	1.68E+01	9.80E+00	9.90E+00	7.93E+00	1.48E+01	1.40E+01	8.56E+00	5.95E+00	5.48E+00	1.82E+01	6.87E+00	1.70E+01
LP2101153-DNA_A01_vs_LP2101154-DNA_A01__pv	5.87E+01	9.06E+01	1.71E+01	5.71E+01	1.70E+01	1.41E+01	1.44E+01	1.11E+01	2.97E+01	1.44E+01	3.50E+01	2.20E+01	2.45E+01	3.17E+01	1.55E+01	9.41E+00	7.29E+00	9.58E+01	8.68E+00	2.54E+01
LP2101156-DNA_A01_vs_LP2101157-DNA_A01__pv	1.64E+01	2.10E+01	2.40E+01	2.15E+01	1.35E+02	1.23E+01	5.90E+01	1.27E+01	7.51E+01	3.16E+02	3.58E+02	1.42E+02	2.51E+01	2.36E+02	9.92E+00	1.07E+01	3.04E+00	2.63E+01	9.92E+00	2.35E+01
LP2101158-DNA_A01_vs_LP2101159-DNA_A01__pv	3.53E+01	4.67E+01	1.01E+01	3.08E+01	1.53E+01	1.16E+01	1.14E+01	2.49E+01	1.98E+01	1.69E+01	1.29E+01	1.47E+01	1.58E+01	2.06E+01	6.25E+00	6.46E+00	4.49E+00	5.57E+01	6.95E+00	2.71E+01
LP2101160-DNA_A01_vs_LP2101161-DNA_A01__pv	1.25E+01	1.95E+01	7.38E+00	1.09E+01	6.15E+00	6.35E+00	8.56E+00	5.91E+00	1.29E+01	9.69E+00	1.10E+01	7.37E+00	1.08E+01	8.03E+00	4.44E+00	6.76E+00	3.28E+00	2.18E+01	4.97E+00	5.83E+00
LP2101162-DNA_B01_vs_LP2101163-DNA_B01__pv	2.44E+00	2.40E+00	3.07E+00	1.81E+00	1.66E+00	2.09E+00	1.94E+00	3.05E+00	2.42E+00	9.31E-01	3.28E+00	1.74E+00	2.22E+00	3.23E+00	5.83E-01	1.39E+00	1.05E+00	2.82E+00	1.53E+00	2.97E+00
LP2101164-DNA_A01_vs_LP2101165-DNA_A01__pv	6.44E+00	6.75E+00	1.38E+01	6.08E+00	1.31E+01	1.27E+01	8.96E+00	1.47E+01	3.86E+01	6.01E+00	9.71E+00	1.03E+01	1.13E+01	1.95E+01	7.31E+00	6.67E+00	4.56E+00	1.39E+01	5.71E+00	3.21E+01
LP2101166-DNA_A01_vs_LP2101167-DNA_A01__pv	6.77E+00	1.02E+01	6.48E+00	6.99E+00	9.09E+00	6.44E+00	8.11E+00	1.17E+01	1.80E+01	7.65E+00	9.95E+00	9.94E+00	1.37E+01	1.40E+01	4.71E+00	5.33E+00	2.89E+00	1.56E+01	4.42E+00	1.29E+01
LP2101168-DNA_A01_vs_LP2101169-DNA_A01__pv	3.87E+00	3.47E+00	6.80E+00	2.68E+00	5.75E+00	6.74E+00	5.09E+00	4.01E+00	1.40E+01	8.23E+00	8.15E+00	8.46E+00	1.24E+01	8.67E+00	6.06E+00	3.81E+00	3.49E+00	1.45E+01	4.51E+00	5.54E+00
LP2101170-DNA_A01_vs_LP2101511-DNA_A01__pv	3.09E+00	2.65E+00	5.48E+00	3.04E+00	3.02E+00	5.85E+00	3.92E+00	4.70E+00	7.98E+00	4.62E+00	4.73E+00	3.84E+00	7.59E+00	5.87E+00	3.41E+00	2.49E+00	2.68E+00	6.26E+00	3.77E+00	5.19E+00
LP2101512-DNA_A01_vs_LP2101513-DNA_A01__pv	4.04E+01	4.67E+01	7.94E+00	2.41E+01	7.39E+00	6.61E+00	7.01E+00	6.41E+00	1.53E+01	9.41E+00	1.05E+01	7.98E+00	1.14E+01	1.36E+01	7.10E+00	3.82E+00	3.33E+00	6.03E+01	4.94E+00	1.05E+01
LP6005334-DNA_A02_vs_LP6005333-DNA_A02__pv	1.05E+01	1.09E+01	6.69E+00	7.12E+00	1.02E+01	6.60E+00	9.04E+00	9.01E+00	1.96E+01	9.75E+00	9.71E+00	9.94E+00	1.50E+01	1.94E+01	6.63E+00	4.90E+00	3.07E+00	1.59E+01	4.75E+00	1.43E+01
LP6005334-DNA_A03_vs_LP6005333-DNA_A03__pv	2.22E+01	3.26E+01	8.17E+00	1.87E+01	9.16E+00	7.41E+00	9.09E+00	1.36E+01	1.93E+01	8.72E+00	1.40E+01	9.97E+00	1.90E+01	1.83E+01	6.94E+00	5.29E+00	3.69E+00	3.98E+01	5.00E+00	1.49E+01
LP6005334-DNA_A04_vs_LP6005333-DNA_A04__pv	1.35E+01	1.51E+01	6.83E+00	8.18E+00	5.57E+00	6.65E+00	4.82E+00	6.96E+00	1.38E+01	6.68E+00	7.00E+00	8.18E+00	1.16E+01	8.76E+00	4.97E+00	5.57E+00	5.08E+00	2.20E+01	4.35E+00	8.65E+00
LP6005334-DNA_B01_vs_SM-4JPUU__pv	5.58E+00	6.08E+00	5.11E+00	3.10E+00	6.33E+00	6.16E+00	9.61E+00	9.81E+00	1.35E+01	1.22E+01	8.94E+00	7.35E+00	1.00E+01	9.71E+00	3.82E+00	7.62E+00	2.93E+00	9.99E+00	3.79E+00	1.19E+01
LP6005334-DNA_B02_vs_LP6005333-DNA_B02__pv	1.67E+01	1.99E+01	8.80E+00	1.77E+01	1.18E+01	7.83E+00	9.99E+00	1.71E+01	2.28E+01	1.02E+01	1.49E+01	1.10E+01	2.01E+01	1.96E+01	6.47E+00	5.55E+00	3.07E+00	2.82E+01	5.26E+00	1.98E+01
LP6005334-DNA_C01_vs_LP6005333-DNA_C01__pv	5.76E+00	5.73E+00	1.05E+01	5.22E+00	4.71E+00	1.66E+01	9.15E+00	1.00E+01	1.76E+01	8.22E+00	1.19E+01	6.71E+00	2.19E+01	1.62E+01	6.27E+00	7.10E+00	7.37E+00	1.90E+01	9.09E+00	8.70E+00
LP6005334-DNA_C02_vs_LP6005333-DNA_C02__pv	4.24E+00	4.55E+00	5.64E+00	4.53E+00	3.83E+00	7.79E+00	4.49E+00	4.17E+00	1.15E+01	4.54E+00	5.35E+00	4.64E+00	1.09E+01	7.25E+00	2.83E+00	3.67E+00	3.65E+00	9.55E+00	4.03E+00	4.97E+00
LP6005334-DNA_C03_vs_LP6005333-DNA_C03__pv	8.15E+00	9.05E+00	7.95E+00	7.08E+00	1.12E+01	7.16E+00	9.31E+00	6.13E+00	2.03E+01	1.11E+01	1.16E+01	1.12E+01	1.69E+01	1.78E+01	5.50E+00	5.44E+00	3.39E+00	1.42E+01	4.79E+00	1.35E+01
LP6005334-DNA_D01_vs_LP6005333-DNA_D01__pv	1.18E-01	1.28E-01	1.43E+00	1.90E-01	8.24E-01	9.30E-01	1.11E+00	1.53E-01	2.10E+00	7.79E-01	1.00E+00	1.11E+00	1.82E+00	1.20E+00	7.89E-01	1.41E+00	1.14E+00	1.26E+00	3.01E-01	6.43E-01
LP6005334-DNA_D02_vs_LP6005333-DNA_D02__pv	5.38E+01	4.50E+01	9.57E+00	3.46E+01	4.48E+00	8.93E+00	6.93E+00	7.34E+00	1.25E+01	6.44E+00	8.47E+00	7.13E+00	1.20E+01	1.22E+01	6.29E+00	8.68E+00	8.60E+00	6.67E+01	5.76E+00	9.99E+00
LP6005334-DNA_D03_vs_LP6005333-DNA_D03__pv	2.92E+00	3.51E+00	4.55E+00	2.90E+00	4.49E+00	6.12E+00	5.63E+00	1.36E+01	8.19E+00	7.03E+00	5.00E+00	2.57E+00	7.33E+00	6.42E+00	2.70E+00	1.01E+01	8.37E+00	5.96E+00	3.41E+00	1.56E+01
LP6005334-DNA_E01_vs_LP6005333-DNA_E01__pv	8.69E+00	9.84E+00	8.61E+00	3.89E+00	1.09E+01	8.81E+00	9.42E+00	8.29E+00	1.98E+01	8.33E+00	1.10E+01	1.17E+01	1.82E+01	1.81E+01	6.95E+00	5.57E+00	4.67E+00	1.83E+01	5.76E+00	1.35E+01
LP6005334-DNA_E02_vs_LP6005333-DNA_E02__pv	8.30E+00	8.26E+00	3.13E+00	5.88E+00	2.74E+00	2.05E+00	2.50E+00	1.75E+00	5.00E+00	2.78E+00	3.08E+00	1.42E+00	4.80E+00	4.62E+00	2.69E+00	2.04E+00	1.63E+00	1.18E+01	2.13E+00	2.78E+00
LP6005334-DNA_E03_vs_LP6005333-DNA_E03__pv	1.13E+01	1.30E+01	1.02E+01	8.40E+00	5.26E+00	1.63E+01	7.96E+00	9.12E+00	2.11E+01	9.31E+00	1.06E+01	8.35E+00	2.47E+01	1.43E+01	1.05E+01	6.82E+00	7.26E+00	2.55E+01	9.45E+00	1.14E+01
LP6005334-DNA_F01_vs_LP6005333-DNA_F01__pv	1.16E+01	1.47E+01	9.22E+00	8.32E+00	1.12E+01	1.11E+01	1.23E+01	2.81E+01	2.18E+01	1.16E+01	1.16E+01	9.65E+00	1.78E+01	2.00E+01	6.50E+00	7.16E+00	5.45E+00	2.09E+01	6.29E+00	3.28E+01
LP6005334-DNA_F02_vs_LP6005333-DNA_F02__pv	6.57E+01	5.14E+01	1.27E+01	6.60E+01	9.17E+00	1.05E+01	1.12E+01	1.07E+01	2.32E+01	2.45E+01	2.61E+01	1.38E+01	1.40E+01	2.26E+01	8.09E+00	7.18E+00	3.67E+00	7.06E+01	6.76E+00	1.95E+01
LP6005334-DNA_F03_vs_LP6005333-DNA_F03__pv	2.41E+00	2.80E+00	3.13E+00	2.04E+00	1.91E+00	2.40E+00	2.05E+00	1.80E+00	4.07E+00	2.20E+00	2.72E+00	2.16E+00	3.92E+00	3.10E+00	2.17E+00	1.30E+00	9.03E-01	3.96E+00	1.21E+00	2.20E+00
LP6005334-DNA_G01_vs_LP6005333-DNA_G01__pv	2.16E+01	2.88E+01	5.96E+00	2.27E+01	1.41E+01	9.38E+00	1.99E+01	2.07E+01	2.69E+01	1.44E+01	1.61E+01	1.22E+01	1.67E+01	2.86E+01	7.05E+00	2.09E+01	2.11E+01	4.03E+01	7.24E+00	2.21E+01
LP6005334-DNA_G02_vs_LP6005333-DNA_G02__pv	3.61E+01	4.93E+01	9.63E+00	3.30E+01	1.09E+01	1.14E+01	9.77E+00	1.19E+01	2.37E+01	9.47E+00	1.48E+01	1.05E+01	2.24E+01	1.80E+01	7.90E+00	6.18E+00	5.06E+00	6.31E+01	6.33E+00	1.66E+01
LP6005334-DNA_G03_vs_LP6005333-DNA_G03__pv	1.03E+01	1.73E+01	5.79E+00	1.19E+01	6.18E+00	6.30E+00	6.79E+00	5.90E+00	1.40E+01	6.32E+00	8.61E+00	5.01E+00	1.33E+01	1.21E+01	4.16E+00	4.09E+00	2.91E+00	1.99E+01	2.56E+00	8.04E+00
LP6005334-DNA_H01_vs_LP6005333-DNA_H01__pv	1.84E+01	3.49E+01	8.95E+00	2.74E+01	9.31E+00	1.04E+01	1.70E+01	1.32E+01	2.14E+01	2.25E+01	1.42E+01	9.80E+00	1.43E+01	1.73E+01	5.74E+00	1.24E+01	6.20E+00	3.17E+01	5.72E+00	1.66E+01
LP6005334-DNA_H02_vs_LP6005333-DNA_H02__pv	6.23E+01	9.49E+01	9.99E+00	7.09E+01	9.64E+00	1.07E+01	1.39E+01	1.43E+01	1.94E+01	2.06E+01	1.82E+01	7.87E+00	1.33E+01	2.41E+01	6.39E+00	1.02E+01	3.75E+00	1.16E+02	6.93E+00	2.25E+01
LP6005334-DNA_H03_vs_LP6005333-DNA_H03__pv	9.21E+01	8.02E+01	8.70E+00	5.90E+01	1.13E+01	7.77E+00	9.11E+00	1.34E+01	2.18E+01	1.34E+01	1.18E+01	1.18E+01	1.57E+01	2.18E+01	9.82E+00	5.35E+00	4.11E+00	1.28E+02	6.22E+00	2.08E+01
LP6005335-DNA_A01_vs_LP6005333-DNA_A03__pv	2.68E+01	3.67E+01	6.62E+00	1.78E+01	6.09E+00	6.25E+00	5.98E+00	1.17E+01	1.38E+01	6.18E+00	9.77E+00	6.72E+00	1.22E+01	1.25E+01	4.87E+00	3.69E+00	2.23E+00	4.02E+01	3.70E+00	1.24E+01
LP6005409-DNA_A01_vs_LP6005408-DNA_A01__pv	1.89E+00	1.75E+00	5.11E+00	3.07E+00	4.12E+00	4.05E+00	6.11E+00	6.08E+00	8.32E+00	4.81E+00	6.87E+00	5.41E+00	6.00E+00	5.76E+00	1.74E+00	5.58E+00	4.78E+00	6.41E+00	3.79E+00	6.22E+00
LP6005409-DNA_A02_vs_LP6005408-DNA_A02__pv	8.77E+00	9.90E+00	5.56E+00	3.85E+00	3.22E+00	9.77E+00	5.36E+00	9.47E+00	1.24E+01	6.18E+00	7.33E+00	2.76E+00	1.37E+01	8.60E+00	5.43E+00	4.18E+00	3.15E+00	1.74E+01	5.78E+00	9.95E+00
LP6005409-DNA_A03_vs_LP6005408-DNA_A03__pv	6.16E+01	7.26E+01	2.36E+01	6.12E+01	3.94E+01	2.36E+01	4.60E+01	1.99E+01	1.98E+01	1.19E+01	5.53E+01	2.71E+00	2.07E+01	6.72E+01	6.60E+00	1.30E+01	5.75E+00	1.17E+02	1.13E+01	2.31E+01
LP6005409-DNA_A04_vs_LP6005408-DNA_A04__pv	2.11E+01	2.42E+01	6.18E+00	1.66E+01	5.20E+00	6.04E+00	8.70E+00	7.86E+00	1.08E+01	1.15E+01	9.14E+00	5.79E+00	8.08E+00	8.23E+00	4.35E+00	7.33E+00	4.55E+00	3.30E+01	4.47E+00	7.80E+00
LP6005409-DNA_B01_vs_LP6005408-DNA_B01__pv	1.13E+02	1.49E+02	8.44E+00	1.33E+02	8.06E+00	6.99E+00	7.97E+00	2.79E+01	1.80E+01	1.15E+01	3.26E+01	8.18E+00	1.22E+01	3.50E+01	9.72E+00	6.36E+00	4.05E+00	2.08E+02	6.57E+00	3.86E+01
LP6005409-DNA_B02_vs_LP6005408-DNA_B02__pv	6.52E+00	5.61E+00	7.97E+00	5.51E+00	7.45E+00	9.06E+00	7.91E+00	1.24E+01	1.96E+01	7.34E+00	1.19E+01	7.81E+00	1.74E+01	1.36E+01	4.10E+00	5.07E+00	3.10E+00	1.65E+01	5.14E+00	1.19E+01
LP6005409-DNA_B04_vs_LP6005408-DNA_B04__pv	5.81E+00	4.10E+00	5.66E+00	3.30E+00	5.16E+00	7.65E+00	3.95E+00	3.03E+00	8.06E+00	7.99E+00	5.58E+00	6.44E+00	9.83E+00	8.78E+00	8.03E+00	1.19E+01	9.48E+00	8.14E+00	4.45E+00	6.63E+00
LP6005409-DNA_C01_vs_LP6005408-DNA_C01__pv	5.46E+00	7.20E+00	4.74E+00	5.04E+00	5.66E+00	4.05E+00	5.44E+00	4.40E+00	1.03E+01	5.95E+00	6.55E+00	6.35E+00	9.05E+00	9.27E+00	3.90E+00	4.48E+00	2.94E+00	1.11E+01	3.04E+00	4.82E+00
LP6005409-DNA_C02_vs_LP6005408-DNA_C02__pv	5.75E+00	7.08E+00	3.60E+00	3.70E+00	3.40E+00	2.98E+00	3.56E+00	6.28E+00	6.57E+00	3.82E+00	4.07E+00	3.58E+00	4.80E+00	5.26E+00	2.38E+00	1.99E+00	1.26E+00	7.25E+00	1.92E+00	6.93E+00
LP6005409-DNA_C04_vs_LP6005408-DNA_C04__pv	4.24E+00	4.99E+00	7.24E+00	4.24E+00	4.89E+00	1.02E+01	5.54E+00	5.67E+00	1.63E+01	5.96E+00	7.95E+00	6.95E+00	1.63E+01	1.03E+01	6.82E+00	4.32E+00	4.10E+00	1.64E+01	5.81E+00	6.32E+00
LP6005409-DNA_D01_vs_LP6005408-DNA_D01__pv	6.03E+01	6.45E+01	1.02E+01	4.37E+01	7.58E+00	9.97E+00	1.16E+01	8.53E+00	2.19E+01	1.75E+01	1.61E+01	1.00E+01	2.01E+01	1.71E+01	1.03E+01	7.81E+00	4.33E+00	9.63E+01	6.06E+00	1.42E+01
LP6005409-DNA_D02_vs_LP6005408-DNA_D02__pv	4.50E+01	4.62E+01	1.39E+01	2.62E+01	1.01E+01	1.54E+01	1.51E+01	1.38E+01	1.68E+01	9.18E+00	1.72E+01	8.95E+00	1.81E+01	2.06E+01	8.44E+00	7.75E+00	7.23E+00	5.85E+01	8.22E+00	1.46E+01
LP6005409-DNA_D03_vs_LP6005408-DNA_D03__pv	9.12E+01	8.59E+01	8.26E+00	7.11E+01	8.72E+00	1.06E+01	9.21E+00	9.03E+00	2.37E+01	1.03E+01	1.64E+01	9.50E+00	1.95E+01	2.29E+01	9.91E+00	6.78E+00	4.22E+00	1.34E+02	5.84E+00	1.92E+01
LP6005409-DNA_E01_vs_LP6005408-DNA_E01__pv	3.72E+00	3.36E+00	7.44E+00	3.10E+00	6.30E+00	7.17E+00	8.03E+00	5.46E+00	1.64E+01	7.83E+00	8.78E+00	6.13E+00	1.51E+01	1.16E+01	3.76E+00	4.55E+00	3.43E+00	1.38E+01	3.84E+00	6.10E+00
LP6005409-DNA_E02_vs_LP6005408-DNA_E02__pv	5.41E+00	6.87E+00	4.88E+00	5.31E+00	5.21E+00	4.04E+00	5.08E+00	4.81E+00	9.97E+00	4.73E+00	5.90E+00	5.91E+00	8.88E+00	8.48E+00	4.04E+00	3.61E+00	2.45E+00	8.65E+00	3.45E+00	5.88E+00
LP6005409-DNA_E03_vs_LP6005408-DNA_E03__pv	4.47E+01	3.44E+01	1.04E+01	3.14E+01	6.30E+00	1.25E+01	8.29E+00	9.87E+00	1.43E+01	8.90E+00	1.02E+01	8.59E+00	1.64E+01	1.24E+01	9.21E+00	4.96E+00	6.01E+00	5.21E+01	7.58E+00	1.32E+01
LP6005409-DNA_F01_vs_LP6005408-DNA_F01__pv	3.51E+01	5.53E+01	6.47E+00	3.20E+01	5.52E+00	4.87E+00	5.19E+00	9.75E+00	1.04E+01	6.22E+00	9.17E+00	5.89E+00	7.84E+00	1.34E+01	4.86E+00	3.22E+00	1.83E+00	6.19E+01	4.42E+00	1.24E+01
LP6005409-DNA_F02_vs_LP6005408-DNA_F02__pv	1.53E+01	2.12E+01	5.97E+00	1.10E+01	6.60E+00	5.95E+00	6.73E+00	1.33E+01	1.13E+01	8.22E+00	6.38E+00	7.10E+00	9.66E+00	1.05E+01	3.71E+00	5.68E+00	3.82E+00	2.72E+01	4.28E+00	1.28E+01
LP6005409-DNA_F03_vs_LP6005408-DNA_F03__pv	2.66E+00	2.90E+00	5.70E+00	1.62E+00	3.67E+00	4.78E+00	4.84E+00	4.85E+00	1.24E+01	5.57E+00	5.62E+00	5.02E+00	8.79E+00	5.66E+00	2.28E+00	3.25E+00	2.39E+00	9.78E+00	3.08E+00	4.56E+00
LP6005409-DNA_G02_vs_LP6005408-DNA_G02__pv	2.63E+01	3.92E+01	6.89E+00	2.91E+01	3.40E+00	8.23E+00	5.36E+00	7.57E+00	1.14E+01	7.50E+00	1.10E+01	4.92E+00	1.22E+01	1.29E+01	4.96E+00	4.61E+00	2.78E+00	5.12E+01	4.94E+00	9.11E+00
LP6005409-DNA_G03_vs_LP6005408-DNA_G03__pv	5.54E+01	6.10E+01	7.25E+00	2.73E+01	7.26E+00	7.97E+00	7.47E+00	6.34E+00	1.84E+01	9.53E+00	1.22E+01	9.19E+00	1.62E+01	1.24E+01	7.11E+00	5.54E+00	2.33E+00	8.21E+01	5.21E+00	9.50E+00
LP6005409-DNA_H01_vs_LP6005408-DNA_H01__pv	4.04E+00	7.09E-01	7.56E+00	6.79E+00	1.19E+01	7.01E+00	7.77E+00	4.52E+00	1.99E+01	9.52E+00	1.21E+01	1.37E+01	1.64E+01	1.66E+01	6.08E+00	4.43E+00	2.67E+00	1.81E+01	5.10E+00	1.13E+01
LP6005409-DNA_H02_vs_LP6005408-DNA_H02__pv	1.80E+01	2.66E+01	5.07E+00	1.70E+01	6.14E+00	7.39E+00	6.80E+00	8.04E+00	1.29E+01	7.22E+00	7.40E+00	6.29E+00	9.99E+00	1.04E+01	4.78E+00	4.25E+00	2.78E+00	2.88E+01	4.76E+00	1.04E+01
LP6005409-DNA_H03_vs_LP6005408-DNA_H03__pv	1.75E+01	1.96E+01	4.49E+00	1.87E+01	2.94E+00	3.69E+00	4.01E+00	2.52E+00	6.28E+00	3.98E+00	4.89E+00	1.86E+00	5.05E+00	6.23E+00	3.24E+00	2.64E+00	1.58E+00	2.59E+01	2.47E+00	5.34E+00
LP6005496-DNA_A01_vs_LP6005408-DNA_B03__pv	3.95E+01	3.41E+01	4.06E+01	3.81E+01	2.22E+01	1.80E+01	2.92E+01	1.06E+01	7.05E+01	1.95E+02	1.30E+02	7.27E+01	3.96E+01	1.30E+02	1.12E+01	8.62E+00	5.30E+00	7.11E+01	1.18E+01	3.38E+01
LP6005496-DNA_B01_vs_LP6005408-DNA_C03__pv	2.11E+01	3.29E+01	6.73E+00	2.09E+01	6.71E+00	5.40E+00	1.24E+01	7.47E+00	1.43E+01	1.56E+01	7.87E+00	8.15E+00	7.01E+00	1.43E+01	4.46E+00	8.94E+00	4.80E+00	3.34E+01	4.37E+00	8.75E+00
LP6005500-DNA_A01_vs_LP6005499-DNA_A01__pv	8.75E+00	9.92E+00	6.50E+00	4.75E+00	6.32E+00	6.76E+00	6.91E+00	8.04E+00	1.62E+01	5.81E+00	7.99E+00	7.39E+00	1.47E+01	1.02E+01	6.05E+00	5.27E+00	3.52E+00	1.67E+01	4.58E+00	8.84E+00
LP6005500-DNA_A02_vs_LP6005499-DNA_A02__pv	2.40E+01	1.85E+01	1.34E+01	1.89E+01	9.98E+00	1.57E+01	1.52E+01	1.34E+01	3.00E+01	1.95E+01	1.48E+01	9.27E+00	2.54E+01	2.53E+01	1.13E+01	8.06E+00	4.83E+00	3.32E+01	9.30E+00	1.61E+01
LP6005500-DNA_A03_vs_LP6005499-DNA_A03__pv	1.07E+01	1.36E+01	7.08E+00	1.08E+01	5.57E+00	9.23E+00	6.53E+00	8.94E+00	1.55E+01	6.44E+00	8.30E+00	6.77E+00	1.47E+01	1.03E+01	4.56E+00	4.33E+00	3.62E+00	1.89E+01	4.73E+00	9.28E+00
LP6005500-DNA_B01_vs_LP6005499-DNA_B01__pv	1.81E+01	2.12E+01	7.16E+00	1.10E+01	5.81E+00	6.77E+00	6.55E+00	5.44E+00	1.31E+01	8.58E+00	8.68E+00	7.67E+00	1.19E+01	9.50E+00	4.35E+00	4.52E+00	3.33E+00	3.01E+01	4.62E+00	6.08E+00
LP6005500-DNA_B02_vs_LP6005499-DNA_B02__pv	2.76E+01	5.33E+01	1.01E+01	3.86E+01	1.10E+01	1.18E+01	1.08E+01	8.69E+00	2.33E+01	1.23E+01	1.58E+01	1.03E+01	1.69E+01	1.80E+01	8.02E+00	7.36E+00	4.06E+00	5.51E+01	6.35E+00	1.71E+01
LP6005500-DNA_B03_vs_LP6005499-DNA_B03__pv	1.96E+01	2.32E+01	1.00E+01	1.19E+01	6.13E+00	9.89E+00	5.97E+00	4.62E+00	1.18E+01	7.56E+00	1.00E+01	8.38E+00	1.01E+01	1.20E+01	8.64E+00	4.41E+00	5.00E+00	2.42E+01	6.19E+00	8.36E+00
LP6005500-DNA_C01_vs_LP6005499-DNA_C01__pv	7.91E+00	1.08E+01	6.96E+00	7.39E+00	5.86E+00	6.31E+00	6.26E+00	1.11E+01	1.35E+01	5.72E+00	7.67E+00	5.80E+00	1.31E+01	9.96E+00	3.95E+00	3.20E+00	2.60E+00	1.52E+01	3.76E+00	1.24E+01
LP6005500-DNA_C02_vs_LP6005499-DNA_C02__pv	9.63E+00	1.36E+01	8.59E+00	8.59E+00	1.90E+01	7.12E+00	1.36E+01	8.11E+00	2.18E+01	2.75E+01	3.40E+01	1.93E+01	1.88E+01	3.10E+01	6.18E+00	6.03E+00	2.78E+00	2.00E+01	5.54E+00	1.39E+01
LP6005500-DNA_C03_vs_LP6005499-DNA_C03__pv	3.21E+01	4.94E+01	7.72E+00	3.04E+01	5.63E+00	8.27E+00	1.08E+01	7.49E+00	1.23E+01	1.74E+01	1.47E+01	7.39E+00	9.44E+00	1.25E+01	4.23E+00	9.16E+00	2.21E+00	5.91E+01	4.80E+00	9.73E+00
LP6005500-DNA_D01_vs_LP6005499-DNA_D01__pv	1.19E+01	1.80E+01	7.31E+00	1.68E+01	6.80E+00	6.42E+00	6.94E+00	6.95E+00	1.58E+01	6.73E+00	9.46E+00	7.07E+00	1.49E+01	1.26E+01	4.35E+00	3.89E+00	2.61E+00	2.02E+01	4.02E+00	8.89E+00
LP6005500-DNA_D02_vs_LP6005499-DNA_D02__pv	2.35E+01	3.62E+01	8.53E+00	2.36E+01	1.34E+01	8.34E+00	1.20E+01	2.74E+01	2.62E+01	1.12E+01	1.26E+01	1.13E+01	2.10E+01	2.25E+01	7.14E+00	6.05E+00	3.30E+00	4.53E+01	5.61E+00	2.75E+01
